id,artist_name,member_name,member_bday
146,세븐틴,우지,11-22
147,세븐틴,디에잇,11-07
148,세븐틴,민규,01-09
149,세븐틴,도겸,02-18
150,세븐틴,승관,01-16
151,세븐틴,버논,02-18
152,세븐틴,디노,02-11
153,SAY MY NAME,히토미,03-05
154,SAY MY NAME,메이,08-19
155,SAY MY NAME,카니,12-26
156,SAY MY NAME,도희,08-01
157,SAY MY NAME,준희,06-15
158,SAY MY NAME,소하,11-22
159,SAY MY NAME,승주,04-09
160,소녀시대,태연,03-09
161,소녀시대,써니,05-15
162,소녀시대,티파니,08-01
163,소녀시대,효연,09-22
164,소녀시대,유리,12-05
165,소녀시대,수영,02-08
166,소녀시대,윤아,05-30
167,소녀시대,서현,06-28
168,SUPER JUNIOR,이특,07-01
169,SUPER JUNIOR,희철,07-01
170,SUPER JUNIOR,예성,08-24
171,SUPER JUNIOR,신동,09-28
172,SUPER JUNIOR,은혁,04-04
173,SUPER JUNIOR,동해,10-15
174,SUPER JUNIOR,시원,02-08
175,SUPER JUNIOR,려욱,06-21
176,SUPER JUNIOR,규현,02-01
177,SUPER JUNIOR,성민,01-01
178,STAYC,수민,03-13
179,STAYC,시은,08-01
180,STAYC,아이사,01-23
181,STAYC,세은,06-14
182,STAYC,윤,04-14
183,STAYC,재이,12-09
184,Stray Kids,방찬,10-03
185,Stray Kids,리노,10-25
186,Stray Kids,창빈,08-11
187,Stray Kids,현진,03-20
188,Stray Kids,한,09-14
189,Stray Kids,필릭스,09-15
190,Stray Kids,승민,09-22
191,Stray Kids,아이엔,02-08
192,xikers,민재,04-10
193,xikers,준민,05-24
194,xikers,수민,04-07
195,xikers,진식,08-29
196,xikers,현우,01-09
197,xikers,정훈,02-14
198,xikers,세은,06-07
199,xikers,유준,12-22
200,xikers,헌터,11-21
201,xikers,예찬,05-14
202,CIX,BX,03-05
203,CIX,승훈,02-26
204,CIX,용희,02-17
205,CIX,현석,09-08
206,ASTRO,차은우,03-30
207,ASTRO,문빈,01-26
208,ASTRO,MJ,03-05
209,ASTRO,진진,03-15
210,ASTRO,윤산하,03-21
211,i-dle,미연,01-31
212,i-dle,민니,10-23
213,i-dle,소연,08-26
214,i-dle,우기,09-23
215,i-dle,슈화,01-06
216,IVE,안유진,09-01
217,IVE,가을,09-24
218,IVE,레이,02-01
219,IVE,장원영,08-31
220,IVE,리즈,11-21
221,IVE,이서,02-21
222,아이유,아이유,05-16
223,iKON,김진환,02-07
224,iKON,BOBBY,12-21
225,iKON,송윤형,02-08
226,iKON,구준회,03-31
227,iKON,DK,06-05
228,iKON,정찬우,01-26
229,아일릿,윤아,01-15
230,아일릿,민주,05-11
231,아일릿,모카,10-08
232,아일릿,원희,06-26
233,아일릿,이로하,02-04
234,&TEAM,의주,09-07
235,&TEAM,후마,06-29
236,&TEAM,케이,10-21
237,&TEAM,니콜라스,07-01
238,&TEAM,유마,02-07
239,&TEAM,조,05-13
240,&TEAM,하루아,05-01
241,&TEAM,타키,05-04
242,&TEAM,마키,02-17
243,앰퍼샌드원,나캠든,06-09
244,앰퍼샌드원,브라이언,08-27
245,앰퍼샌드원,최지호,06-10
246,앰퍼샌드원,윤시윤,01-08
247,앰퍼샌드원,카이렐,07-03
248,앰퍼샌드원,마카야,01-21
249,앰퍼샌드원,김승모,07-03
250,SF9,영빈,11-23
251,SF9,인성,07-01
252,SF9,재윤,08-09
253,SF9,다원,07-01
254,SF9,주호,07-01
255,SF9,유태양,02-28
256,SF9,휘영,05-11
257,SF9,찬희,01-17
258,aespa,카리나,04-11
259,aespa,윈터,01-01
260,aespa,지젤,10-30
261,aespa,닝닝,10-23
262,AB6IX,전웅,10-15
263,AB6IX,김동현,02-23
264,AB6IX,박우진,11-02
265,AB6IX,이대휘,01-29
266,ATBO,오준석,03-03
267,ATBO,류준민,04-05
268,ATBO,배현준,06-06
269,ATBO,정승환,01-27
270,ATBO,김연규,05-03
271,ATBO,원빈,07-01
272,ATEEZ,홍중,11-07
273,ATEEZ,성화,04-03
274,ATEEZ,윤호,03-23
275,ATEEZ,여상,06-15
276,ATEEZ,산,07-01
277,ATEEZ,민기,08-09
278,ATEEZ,우영,11-26
279,ATEEZ,종호,10-12
280,82MAJOR,남성모,04-19
281,82MAJOR,박석준,12-15
282,82MAJOR,윤예찬,04-16
283,82MAJOR,조성일,03-29
284,82MAJOR,황성빈,06-22
285,82MAJOR,김도균,09-14
286,Apink,박초롱,03-03
287,Apink,윤보미,08-13
288,Apink,정은지,08-18
289,Apink,김남주,04-15
290,Apink,오하영,07-01
291,8TURN,재윤,07-02
292,8TURN,명호,10-12
293,8TURN,민호,10-14
294,8TURN,윤성,11-13
295,8TURN,혜민,03-16
296,8TURN,경민,10-28
297,8TURN,윤규,09-07
298,8TURN,승헌,05-15
299,EXO,수호,05-22
300,EXO,찬열,11-27
301,EXO,카이,01-14
302,EXO,디오,01-12
303,EXO,백현,05-06
304,EXO,세훈,04-12
305,EXO,시우민,03-26
306,EXO,첸,09-21
307,EXO,레이,10-07
308,Xdinary Heroses,건일,07-01
309,Xdinary Heroses,정수,06-26
310,Xdinary Heroses,가온,01-14
311,Xdinary Heroses,O.de,06-11
312,Xdinary Heroses,Jun Han,08-18
313,Xdinary Heroses,주연,09-12
314,NMIXX,릴리,10-17
315,NMIXX,해원,02-25
316,NMIXX,설윤,01-26
317,NMIXX,배이,12-28
318,NMIXX,지우,04-13
319,NMIXX,규진,05-26
320,"NCT,NCT 127",쟈니,02-08
321,"NCT,NCT 127",태용,07-01
322,"NCT,NCT 127",유타,10-26
323,"NCT,NCT 127",도영,02-01
324,NCT,텐,02-27
325,"NCT,NCT 127",재현,02-14
326,"NCT,NCT 127",윈윈,10-28
327,"NCT,NCT 127,NCT DREAM",마크,08-02
328,"NCT,NCT DREAM",런쥔,03-23
329,"NCT,NCT DREAM",제노,04-23
330,"NCT,NCT 127,NCT DREAM",해찬,06-06
331,"NCT,NCT DREAM",재민,08-13
332,"NCT,NCT DREAM",천러,11-22
333,"NCT,NCT DREAM",지성,02-05
334,"NCT,NCT 127",정우,02-19
335,NCT,쿤,01-01
336,NCT,샤오쥔,08-08
337,NCT,양양,10-10
338,NCT,헨드리,09-28
339,"NCT,NCT WISH",시온,05-11
340,"NCT,NCT WISH",유우시,04-05
341,"NCT,NCT WISH",리쿠,06-28
342,"NCT,NCT WISH",사쿠야,11-18
343,"NCT,NCT WISH",료,08-04
344,"NCT,NCT WISH",재희,06-21
345,엔플라잉,이승협,10-31
346,엔플라잉,차훈,07-12
347,엔플라잉,김재현,07-15
348,엔플라잉,유회승,02-28
349,엔플라잉,서동성,04-09
350,엔하이픈,정원,02-08
351,엔하이픈,희승,10-15
352,엔하이픈,제이,04-20
353,엔하이픈,제이크,11-15
354,엔하이픈,성훈,12-08
355,엔하이픈,선우,06-24
356,엔하이픈,니키,12-09
357,여자친구,소원,12-07
358,여자친구,예린,08-19
359,여자친구,은하,05-30
360,여자친구,유주,03-05
361,여자친구,신비,06-03
362,여자친구,엄지,08-19
363,오마이걸,효정,07-01
364,오마이걸,미미,05-01
365,오마이걸,유아,09-17
366,오마이걸,승희,01-25
367,오마이걸,유빈,09-09
368,오마이걸,아린,06-18
369,OnlyOneOf,나인,05-19
370,OnlyOneOf,Mill,12-15
371,OnlyOneOf,리에,08-31
372,OnlyOneOf,준지,04-06
373,OnlyOneOf,유정,09-09
374,OnlyOneOf,규빈,04-23
375,온앤오프,효진,04-22
376,온앤오프,이션,12-24
377,온앤오프,승준,01-13
378,온앤오프,와이엇,01-23
379,온앤오프,민균,11-16
380,온앤오프,유,03-16
381,WOOAH,나나,06-18
382,WOOAH,우연,04-09
383,WOOAH,소라,12-30
384,WOOAH,루시,08-31
385,WOOAH,민서,02-14
386,우주소녀,엑시,08-05
387,우주소녀,설아,01-26
388,우주소녀,보나,08-05
389,우주소녀,수빈,09-14
390,우주소녀,은서,05-27
391,우주소녀,여름,01-01
392,우주소녀,다영,05-14
393,우주소녀,연정,11-12
394,우주소녀,루다,04-06
395,우주소녀,다원,11-21
396,원어스,서호,06-07
397,원어스,이도,07-01
398,원어스,건희,06-27
399,원어스,환웅,08-26
400,원어스,시온,01-10
401,ONE PACT,종우,06-12
402,ONE PACT,성민,08-25
403,ONE PACT,태그,09-30
404,ONE PACT,예담,01-19
405,ONE PACT,제이창,03-08
406,WINNER,강승윤,01-21
407,WINNER,김진우,09-26
408,WINNER,송민호,03-30
409,WINNER,이승훈,01-11
410,위아이,장대현,02-11
411,위아이,김동한,07-01
412,위아이,유용하,01-11
413,위아이,김요한,09-22
414,위아이,강석화,12-01
415,위아이,김준서,11-20
416,YOUNITE,은호,03-25
417,YOUNITE,스티브,03-09
418,YOUNITE,은상,01-19
419,YOUNITE,형석,11-06
420,YOUNITE,우노,04-05
421,YOUNITE,DEY,06-11
422,YOUNITE,경문,06-29
423,YOUNITE,시온,10-19
424,UNIS,진현주,11-03
425,UNIS,나나,10-02
426,UNIS,젤리당카,07-22
427,UNIS,코토코,10-28
428,UNIS,방윤하,05-27
429,UNIS,엘리시아,04-18
430,UNIS,오윤아,10-07
431,UNIS,임서원,01-27
432,EVNNE,케이타,07-01
433,EVNNE,박한빈,03-01
434,EVNNE,이정현,09-11
435,EVNNE,유승언,01-02
436,EVNNE,지윤서,10-15
437,EVNNE,문정현,03-31
438,EVNNE,박지후,07-01
439,izna,마이,10-28
440,izna,방지민,05-08
441,izna,윤지윤,11-06
442,izna,코코,11-14
443,izna,유사랑,04-18
444,izna,최정은,08-04
445,izna,정세비,01-22
446,이채연,이채연,01-11
447,EPEX,위시,06-11
448,EPEX,금동현,05-14
449,EPEX,뮤,09-14
450,EPEX,아민,05-22
451,EPEX,백승,10-05
452,EPEX,에이든,01-24
453,EPEX,예왕,03-12
454,EPEX,제프,04-21
455,인피니트,김성규,04-28
456,인피니트,남우현,02-08
457,인피니트,이성열,08-27
458,인피니트,엘,03-13
459,인피니트,이성종,09-03
460,ITZY,예지,05-26
461,ITZY,리아,07-01
462,ITZY,류진,04-17
463,ITZY,채령,06-05
464,ITZY,유나,04-06
465,ZEROBASEONE,성한빈,06-13
466,ZEROBASEONE,김지웅,12-14
467,ZEROBASEONE,장하오,07-01
468,ZEROBASEONE,석매튜,05-28
469,ZEROBASEONE,김태래,07-01
470,ZEROBASEONE,리키,05-20
471,ZEROBASEONE,김규빈,08-30
472,ZEROBASEONE,박건욱,01-10
473,ZEROBASEONE,한유진,03-20
474,조유리,조유리,10-22
475,G-DRAGON,지드래곤,08-18
476,Kep1er,최유진,08-12
477,Kep1er,샤오팅,11-12
478,Kep1er,김채현,04-26
479,Kep1er,김다연,03-02
480,Kep1er,히카루,03-12
481,Kep1er,휴닝바히에,07-01
482,Kep1er,서영은,12-27
483,CRAVITY,세림,03-03
484,CRAVITY,앨런,04-26
485,CRAVITY,정모,02-05
486,CRAVITY,우빈,10-16
487,CRAVITY,원진,03-22
488,CRAVITY,민희,09-17
489,CRAVITY,형준,11-30
490,CRAVITY,태영,01-27
491,CRAVITY,성민,08-01
492,CLASS:y,지민,11-25
493,CLASS:y,선유,03-20
494,CLASS:y,형서,06-25
495,CLASS:y,혜주,12-09
496,CLASS:y,리원,01-11
497,CLASS:y,보은,02-11
498,CLASS:y,채원,06-04
499,KISS OF LIFE,쥴리,03-29
500,KISS OF LIFE,나띠,05-30
501,KISS OF LIFE,벨,03-20
502,KISS OF LIFE,하늘,05-25
503,KiiiKiii,지유,05-14
504,KiiiKiii,이솔,09-18
505,KiiiKiii,수이,04-10
506,KiiiKiii,하음,11-14
507,KiiiKiii,키야,12-18
508,KickFlip,계훈,09-16
509,KickFlip,아마루,10-21
510,KickFlip,동화,03-11
511,KickFlip,주왕,05-02
512,KickFlip,민제,05-12
513,KickFlip,케이주,10-04
514,KickFlip,동현,03-13
515,TEMPEST,한빈,01-19
516,TEMPEST,형섭,08-09
517,TEMPEST,혁,03-15
518,TEMPEST,은찬,02-27
519,TEMPEST,LEW,04-05
520,TEMPEST,태래,05-09
521,투모로우바이투게더,수빈,12-05
522,투모로우바이투게더,연준,09-13
523,투모로우바이투게더,범규,03-13
524,투모로우바이투게더,태현,02-05
525,투모로우바이투게더,휴닝카이,08-14
526,TWS,신유,11-07
527,TWS,도훈,01-30
528,TWS,영재,05-31
529,TWS,한진,01-05
530,TWS,지훈,03-28
531,TWS,경민,10-02
532,TREASURE,최현석,04-21
533,TREASURE,지훈,03-14
534,TREASURE,요시,05-15
535,TREASURE,준규,09-09
536,TREASURE,윤재혁,07-01
537,TREASURE,아사히,08-20
538,TREASURE,도영,12-04
539,TREASURE,하루토,04-05
540,TREASURE,박정우,09-28
541,TREASURE,소정환,02-18
542,TWICE,나연,09-22
543,TWICE,정연,11-01
544,TWICE,모모,11-09
545,TWICE,사나,12-29
546,TWICE,지효,02-01
547,TWICE,미나,03-24
548,TWICE,다현,05-28
549,TWICE,채영,04-23
550,TWICE,쯔위,06-14
551,FANTASY BOYS,강민서,07-01
552,FANTASY BOYS,이한빈,11-20
553,FANTASY BOYS,히카리,01-21
554,FANTASY BOYS,링치,06-04
555,FANTASY BOYS,히카루,07-14
556,FANTASY BOYS,김우석,03-12
557,FANTASY BOYS,홍성민,09-17
558,FANTASY BOYS,오현태,08-13
559,FANTASY BOYS,김규래,02-28
560,FANTASY BOYS,케이단,03-24
561,펜타곤,진호,04-17
562,펜타곤,후이,08-28
563,펜타곤,홍석,04-17
564,펜타곤,신원,12-11
565,펜타곤,여원,03-27
566,펜타곤,옌안,10-25
567,펜타곤,유토,01-23
568,펜타곤,키노,01-27
569,펜타곤,우석,01-31
570,프로미스나인,송하영,09-29
571,프로미스나인,박지원,03-20
572,프로미스나인,이채영,05-14
573,프로미스나인,이나경,06-01
574,프로미스나인,백지헌,04-17
575,PLAVE,하민,11-01
576,PLAVE,밤비,07-01
577,PLAVE,은호,09-04
578,PLAVE,예준,09-12
579,PLAVE,노아,02-08
580,P1Harmony,기호,09-27
581,P1Harmony,테오,07-01
582,P1Harmony,지웅,10-07
583,P1Harmony,인탁,08-31
584,P1Harmony,소울,02-01
585,P1Harmony,종섭,11-19
586,하성운,하성운,03-22
587,하이라이트,윤두준,07-04
588,하이라이트,양요섭,01-05
589,하이라이트,이기광,03-30
590,하이라이트,손동운,06-06
591,H1-KEY,서이,02-12
592,H1-KEY,리이나,02-21
593,H1-KEY,휘서,07-31
594,H1-KEY,옐,12-25
595,Hearts2Hearts,카르멘,03-28
596,Hearts2Hearts,지우,09-07
597,Hearts2Hearts,유하,04-12
598,Hearts2Hearts,스텔라,06-18
599,Hearts2Hearts,주은,12-03
600,Hearts2Hearts,에이나,12-20
601,Hearts2Hearts,이안,10-09
602,Hearts2Hearts,예온,04-19
